120
6.70546
6.70546
120
1 64.5 14.5 14.5
2 64.5 14.5 14.5
3 64.5 14.5 14.5
4 64.5 14.5 14.5
5 64.5 14.5 14.5
1 66.5686 12.4314 12.4314
2 61.4357 17.5643 17.5643
3 61.0449 17.9551 17.9551
4 61.5889 17.4111 17.4111
5 64.694 14.306 14.306
1 66.6147 12.3853 12.3853
2 61.4172 17.5828 17.5828
3 60.9071 18.0929 18.0929
4 61.5881 17.4119 17.4119
5 64.8013 14.1987 14.1987
1 66.6244 12.3756 12.3756
2 61.4175 17.5825 17.5825
3 61.0573 17.9427 17.9427
4 61.5777 17.4223 17.4223
5 64.6954 14.3046 14.3046
1 66.6168 12.3832 12.3832
2 61.4147 17.5853 17.5853
3 61.0304 17.9696 17.9696
4 61.5931 17.4069 17.4069
5 64.7122 14.2878 14.2878
6 64.9082 14.0918 14.0918
7 66.3416 12.6584 12.6584
8 64.5595 14.4405 14.4405
9 61.3649 17.6351 17.6351
10 64.0909 14.9091 14.9091
11 67.6627 11.3373 11.3373
12 69.619 9.38099 9.38099
13 68.6604 10.3396 10.3396
14 72.1154 6.88455 6.88455
15 71.493 7.507 7.507
16 70.7996 8.20045 8.20045
17 72.845 6.15504 6.15504
18 70.3318 8.66818 8.66818
19 73.4005 5.59955 5.59955
20 73.8985 5.10152 5.10152
21 73.3048 5.69517 5.69517
22 71.927 7.07297 7.07297
23 73.7648 5.23517 5.23517
24 71.8478 7.15222 7.15222
25 74.3347 4.66533 4.66533
26 74.5501 4.44989 4.44989
27 74.6863 4.31368 4.31368
28 74.3297 4.67032 4.67032
29 75.0099 3.99012 3.99012
30 73.9607 5.03931 5.03931
31 73.4622 5.53781 5.53781
32 74.2862 4.71376 4.71376
33 74.9236 4.07639 4.07639
34 73.7861 5.21389 5.21389
35 74.5977 4.40234 4.40234
36 75.4025 3.59748 3.59748
37 74.6982 4.30176 4.30176
38 74.3212 4.67876 4.67876
39 75.1984 3.80158 3.80158
40 75.4451 3.55491 3.55491
41 75.0842 3.9158 3.9158
42 75.9025 3.09752 3.09752
43 74.7466 4.25344 4.25344
44 75.4797 3.52028 3.52028
45 73.7797 5.22026 5.22026
46 75.4796 3.52035 3.52035
47 74.1368 4.86322 4.86322
48 75.2711 3.72893 3.72893
49 76.0963 2.90366 2.90366
50 75.1978 3.80219 3.80219
51 75.8417 3.15825 3.15825
52 76.1381 2.86187 2.86187
53 75.9981 3.00193 3.00193
54 76.0918 2.90816 2.90816
55 76.4018 2.59821 2.59821
56 76.1064 2.8936 2.8936
57 75.877 3.123 3.123
58 75.5586 3.44135 3.44135
59 76.378 2.62204 2.62204
60 75.7742 3.22578 3.22578
61 75.7969 3.20312 3.20312
62 75.9613 3.03866 3.03866
63 76.2574 2.7426 2.7426
64 76.2693 2.7307 2.7307
65 76.1652 2.8348 2.8348
66 75.9713 3.0287 3.0287
67 76.8106 2.18936 2.18936
68 76.4198 2.58022 2.58022
69 76.7094 2.29062 2.29062
70 76.1321 2.86788 2.86788
71 76.1407 2.85931 2.85931
72 76.4324 2.56756 2.56756
73 76.4296 2.5704 2.5704
74 76.711 2.28902 2.28902
75 76.417 2.58305 2.58305
76 76.6131 2.38686 2.38686
77 76.0345 2.96554 2.96554
78 76.5664 2.43357 2.43357
79 76.6707 2.32928 2.32928
80 76.779 2.22103 2.22103
81 76.5875 2.41246 2.41246
82 76.7624 2.23761 2.23761
83 76.4449 2.55508 2.55508
84 76.8571 2.14289 2.14289
85 76.6609 2.33905 2.33905
86 76.9042 2.09576 2.09576
87 76.646 2.35402 2.35402
88 76.6245 2.37547 2.37547
89 76.9548 2.04522 2.04522
90 76.9891 2.01089 2.01089
91 76.9828 2.0172 2.0172
92 76.7651 2.2349 2.2349
93 77.0435 1.95652 1.95652
94 76.9534 2.04661 2.04661
95 77.0623 1.93773 1.93773
96 76.8862 2.11378 2.11378
97 76.9944 2.0056 2.0056
98 76.8574 2.14261 2.14261
99 77.0073 1.99267 1.99267
100 76.9054 2.09461 2.09461
